Title,Type_ID,Genre_ID,Year,IMDB_Score,Netflix_Original
,tv,"Animation, Family, Kids, Sci-Fi & Fantasy",1993,,FALSE
Magical DoReMi,tv,"Action, Adventure, Animation",1999,6.6,FALSE
Absolute Boyfriend,tv,"Comedy, Drama, Fantasy",2008,7.3,FALSE
Bo on the GO!,tv,"Animation, Family, Fantasy",2007,4.5,FALSE
Odoru daisosasen,tv,Drama,1997,7.8,FALSE
Beautiful Life,tv,"Drama, Romance",2000,7.7,FALSE
Dinosaur King,tv,"Action, Adventure, Animation",2007,6,FALSE
The Staircase,tv,"Crime, Documentary, Drama",2004,7.8,FALSE
White Collar,tv,"Comedy, Crime, Drama",2009,8.2,FALSE
Gurren Lagann,tv,"Action, Adventure, Animation",2007,8.3,FALSE
Mobile Suit Gundam,tv,"Action, Adventure, Animation",1979,7.9,FALSE
Eden of the East,tv,"Action, Animation, Comedy",2009,7.4,FALSE
Pawn Stars,tv,"Comedy, Reality-TV",2009,7.2,FALSE
Parenthood,tv,"Comedy, Drama",2010,8.3,FALSE
,tv,,,,FALSE
One Outs,tv,"Animation, Drama, Sport",2008,8.2,FALSE
Sammy & Co,tv,Animation,2014,6.1,FALSE
The Way We Were,tv,"Drama, Romance",2014,8,FALSE
The File of Young Kindaichi,tv,"Action, Animation, Crime",1997,7.9,FALSE
Beach Boys,tv,"Comedy, Drama",1997,8.1,FALSE
Costa!,tv,Romance,2001,4.5,FALSE
The Keepers,tv,"Crime, Documentary, Mystery",2017,8,FALSE
,tv,Documentary,2018,,FALSE
Boys Over Flowers,tv,"Animation, Comedy, Drama",1996,7.4,FALSE
The Prince of Tennis,tv,"Action, Animation, Comedy",2001,7.4,FALSE
Rurouni Kenshin,tv,"Action, Adventure, Animation",1996,8.5,FALSE
Swap Shop,tv,Reality-TV,2021,6.6,FALSE
,tv,,2002,,FALSE
Dresden,tv,"Drama, Romance, War",2006,6.6,FALSE
The Fix,tv,"Comedy, Talk-Show",2018,7,FALSE
Shinchan,tv,"Animation, Comedy, Family",1992,8.4,FALSE
Yu Yu Hakusho: Ghost Files,tv,"Action, Adventure, Animation",1992,8.5,FALSE
Dinosaur Train,tv,"Adventure, Animation, Family",2009,6.5,FALSE
Hoarders,tv,"Documentary, Reality-TV",2009,6.5,FALSE
Monster,tv,"Animation, Crime, Drama",2004,8.7,FALSE
Detective Conan,tv,"Action, Animation, Comedy",1996,8.5,FALSE
Bleach,tv,"Action, Adventure, Animation",2004,8.2,FALSE
Cowboy Bebop,tv,"Action, Adventure, Animation",1998,8.9,FALSE
Regular Show,tv,"Action, Adventure, Animation",2010,8.5,FALSE
Victorious,tv,"Comedy, Drama, Family",2010,7,FALSE
Big Time Rush,tv,"Comedy, Drama, Family",2009,6.5,FALSE
"Xia Yi Zhan, Xing Fu",tv,"Drama, Romance",2009,7.8,FALSE
Das Haus Anubis,tv,"Adventure, Drama, Family",2009,4.9,FALSE
The Mafia Dolls,tv,"Action, Drama",2009,6.4,FALSE
You Are Beautiful,tv,"Comedy, Drama, Music",2009,7.7,FALSE
Iris,tv,"Action, Mystery, Romance",2009,7.7,FALSE
Lupin the Third,tv,"Action, Adventure, Animation",1971,7.9,FALSE
Rookie Blue,tv,"Action, Crime, Drama",2010,7.7,FALSE
La Reina del Sur,tv,"Action, Crime, Drama",2011,7.8,FALSE
Digimon: Digital Monsters,tv,"Action, Adventure, Animation",1999,7.4,FALSE
30 for 30,tv,"Biography, Documentary, History",2009,8.8,FALSE
Gun x Sword,tv,"Action, Animation, Sci-Fi",2005,7.1,FALSE
Code Geass,tv,"Action, Animation, Drama",2006,8.7,FALSE
Eyeshield 21,tv,"Animation, Comedy, Drama",2005,7.6,FALSE
Dragon Sakura,tv,"Comedy, Drama",2005,7.7,FALSE
Naruto: Shippuden,tv,"Action, Adventure, Animation",2007,8.7,FALSE
Fullmetal Alchemist: Brotherhood,tv,"Action, Adventure, Animation",2009,9.1,FALSE
Blue Mountain State,tv,"Comedy, Sport",2010,8.3,FALSE
Chhota Bheem,tv,"Action, Adventure, Animation",2008,4.7,FALSE
Geronimo Stilton,tv,"Adventure, Animation, Comedy",2009,6.7,FALSE
Mister Maker,tv,Family,2007,7,FALSE
Pasta,tv,"Comedy, Drama, Romance",2010,7.5,FALSE
Personal Taste,tv,"Comedy, Drama, Romance",2010,7.3,FALSE
The Qin Empire,tv,"Drama, History, War",2009,8,FALSE
Ben & Holly's Little Kingdom,tv,"Adventure, Animation, Family",2009,7.4,FALSE
The Real Housewives of Beverly Hills,tv,Reality-TV,2010,5.5,FALSE
Frog & Friends,tv,"Animation, Family",2008,7.8,FALSE
Dance Academy,tv,"Drama, Family, Music",2010,8,FALSE
The Looney Tunes Show,tv,"Adventure, Animation, Comedy",2011,7.8,FALSE
Ancient Aliens,tv,"Fantasy, History, Sci-Fi",2009,7,FALSE
The World That They Live In,tv,"Drama, Romance",2008,7.5,FALSE
Transformers Prime,tv,"Action, Adventure, Animation",2010,8,FALSE
La niñera,tv,Comedy,2004,4,FALSE
Young Justice,tv,"Action, Adventure, Animation",2010,8.6,FALSE
My Girlfriend Is a Gumiho,tv,"Comedy, Fantasy, Romance",2010,7.6,FALSE
Ranczo,tv,Comedy,2006,7.2,FALSE
,tv,Documentary,2009,,FALSE
My Little Pony: Friendship Is Magic,tv,"Adventure, Animation, Comedy",2010,7.7,FALSE
The Legend of Korra,tv,"Action, Adventure, Animation",2012,8.3,FALSE
Downton Abbey,tv,"Drama, Romance",2010,8.7,FALSE
Nodame Cantabile,tv,"Comedy, Drama, Music",2006,8.3,FALSE
Chi's Sweet Home,tv,"Animation, Comedy, Family",2008,7.8,FALSE
Qianlong Dynasty,tv,"Drama, History",2003,,FALSE
Shameless,tv,"Comedy, Drama",2011,8.5,FALSE
Rake,tv,"Comedy, Drama",2010,8.5,FALSE
Friday Night Dinner,tv,Comedy,2011,8.2,FALSE
Chloe's Closet,tv,"Adventure, Animation, Comedy",2009,7.4,FALSE
Sungkyunkwan Scandal,tv,"Comedy, Drama, Romance",2010,7.8,FALSE
The Great British Baking Show,tv,"Game-Show, Reality-TV",2010,8.6,FALSE
Gold Rush,tv,Reality-TV,2010,7.2,FALSE
Master Keaton,tv,"Action, Adventure, Animation",1998,7.9,FALSE
Claymore,tv,"Action, Adventure, Animation",2007,8,FALSE
Oishinbo,tv,"Animation, Comedy, Drama",1988,7.9,FALSE
Bananaman,tv,"Action, Adventure, Animation",1983,6.7,FALSE
The Wiggles,tv,"Adventure, Comedy, Family",1993,5.9,FALSE
House of Anubis,tv,"Adventure, Drama, Family",2011,7.3,FALSE
Wild Kratts,tv,"Adventure, Animation, Comedy",2011,7.7,FALSE
Bobobo-bo Bo-bobo,tv,"Action, Adventure, Animation",2003,7.1,FALSE
Face Off,tv,"Game-Show, Reality-TV",2011,8.2,FALSE
Honey and Clover,tv,"Animation, Comedy, Drama",2005,7.8,FALSE
Cardcaptor Sakura,tv,"Action, Adventure, Animation",1998,8,FALSE
Zatch Bell!,tv,"Action, Adventure, Animation",2003,7.2,FALSE
Berserk,tv,"Action, Adventure, Animation",1997,8.7,FALSE
City Hunter,tv,"Action, Animation, Comedy",1987,7.7,FALSE
Kurokawa no techou,tv,"Drama, Mystery, Romance",2004,7.5,FALSE
Fruits Basket,tv,"Animation, Comedy, Drama",2001,7.8,FALSE
Graveyard Kitaro,tv,"Animation, Fantasy, Horror",2008,7.2,FALSE
Surviving Death,tv,Documentary,2010,6.4,FALSE
The Octonauts,tv,"Adventure, Animation, Comedy",2010,7.6,FALSE
The Amazing World of Gumball,tv,"Adventure, Animation, Comedy",2011,8.4,FALSE
Secret Garden,tv,"Comedy, Drama, Fantasy",2010,8.1,FALSE
Black & White,tv,Crime,2009,7.4,FALSE
The Voice,tv,"Game-Show, Music, Reality-TV",2011,6.5,FALSE
Suits,tv,"Comedy, Drama",2011,8.4,FALSE
Startling by Each Step,tv,"Drama, Fantasy, Romance",2011,7.9,FALSE
Dream High,tv,"Comedy, Drama, Music",2011,7.6,FALSE
One Piece,tv,"Action, Adventure, Animation",1999,9,FALSE
Fullmetal Alchemist,tv,"Action, Adventure, Animation",2003,8.5,FALSE
American Ninja Warrior,tv,"Action, Game-Show, Reality-TV",2009,6.8,FALSE
Tiger & Dragon,tv,"Comedy, Drama",2005,7.8,FALSE
Love and Hip Hop: New York,tv,Reality-TV,2010,4.8,FALSE
RuPaul's Drag Race: Untucked!,tv,Reality-TV,2009,7.8,FALSE
Blanche,tv,Drama,1993,7.2,FALSE
Blue Exorcist,tv,"Action, Animation, Drama",2011,7.4,FALSE
19-2,tv,"Crime, Drama",2011,8.6,FALSE
Ninjago: Masters of Spinjitzu,tv,"Action, Adventure, Animation",2011,7.7,FALSE
Transformers: Rescue Bots,tv,"Action, Adventure, Animation",2011,6.6,FALSE
Love You,tv,"Comedy, Drama, Romance",2011,6.6,FALSE
Angelo Rules,tv,"Animation, Comedy, Family",2010,6.7,FALSE
You've Fallen for Me,tv,"Drama, Music, Romance",2011,7.1,FALSE
Puella Magi Madoka Magica,tv,"Action, Adventure, Animation",2011,8.2,FALSE
Anohana: The Flower We Saw That Day,tv,"Adventure, Animation, Drama",2011,8.1,FALSE
Tiger & Bunny,tv,"Action, Adventure, Animation",2011,7.4,FALSE
The Hour,tv,Drama,2011,8,FALSE
Love in the Wild,tv,Reality-TV,2011,6.6,FALSE
Call the Midwife,tv,"Drama, History",2012,8.6,FALSE
The Sinner,tv,"Crime, Drama, Mystery",2017,7.8,FALSE
Oscar's Oasis,tv,"Adventure, Animation, Comedy",2011,7.3,FALSE
Zig & Sharko,tv,"Adventure, Animation, Comedy",2010,6.8,FALSE
Hannibal,tv,"Crime, Drama, Horror",2013,8.5,FALSE
Protect the Boss,tv,"Comedy, Drama, Romance",2011,6.9,FALSE
Daniel Tiger's Neighborhood,tv,"Animation, Family, Fantasy",2012,7.5,FALSE
Office Girls,tv,Romance,2011,6.9,FALSE
The Fierce Wife,tv,Drama,2010,7.3,FALSE
Lauras Stern,tv,Animation,2002,6.5,FALSE
Fresh Meat,tv,"Comedy, Drama",2011,7.8,FALSE
Monaco Franze - Der ewige Stenz,tv,"Comedy, Crime, Drama",1983,8.3,FALSE
The Weissensee Saga,tv,Drama,2010,8.1,FALSE
Mord mit Aussicht,tv,"Comedy, Crime, Drama",2008,8,FALSE
I Cesaroni,tv,"Comedy, Drama, Family",2006,5.5,FALSE
I liceali,tv,Drama,2008,6.6,FALSE
Tutti pazzi per amore,tv,Romance,2008,7.3,FALSE
The Glamorous Imperial Concubine,tv,"Drama, History, Romance",2011,6.7,FALSE
Top Chef,tv,"Game-Show, Reality-TV",2006,7.7,FALSE
Antarctica,tv,"Adventure, Drama",2011,7.2,FALSE
Top Boy,tv,"Crime, Drama, Thriller",2011,8.4,FALSE
Black Mirror,tv,"Crime, Drama, Mystery",2011,8.7,FALSE
Mako Mermaids,tv,"Adventure, Comedy, Drama",2013,6.7,FALSE
The Boat,tv,"Adventure, Drama, Fantasy",2011,7.2,FALSE
The Red Band Society,tv,"Comedy, Drama",2011,8.1,FALSE
Hemlock Grove,tv,"Drama, Fantasy, Horror",2013,7,FALSE
Lilyhammer,tv,"Comedy, Crime, Drama",2012,7.9,FALSE
Mr. D,tv,Comedy,2012,7.5,FALSE
SKET Dance,tv,"Animation, Comedy, Drama",2011,7.4,FALSE
Borgen,tv,Drama,2010,8.5,FALSE
Steins;Gate,tv,"Animation, Comedy, Drama",2011,8.8,FALSE
Slam Dunk,tv,"Animation, Comedy, Drama",1993,8.7,FALSE
Fighting Spirit,tv,"Action, Animation, Comedy",2000,8.8,FALSE
Akagi,tv,"Animation, Sport, Thriller",2005,7.7,FALSE
Hotaru no Hikari: It's Only A Little Light in My Life,tv,"Comedy, Drama, Romance",2007,7.4,FALSE
Love & Hip Hop: Atlanta,tv,Reality-TV,2012,5.5,FALSE
Inazuma Eleven,tv,"Animation, Comedy, Family",2008,8.2,FALSE
Toradora!,tv,"Animation, Comedy, Drama",2008,7.9,FALSE
Alfons Åberg,tv,"Animation, Family, Short",1979,6.9,FALSE
Gyakkyô burai Kaiji,tv,"Action, Animation, Thriller",2007,8.3,FALSE
Great Teacher Onizuka,tv,"Animation, Comedy, Drama",1999,8.5,FALSE
Miss Fisher's Murder Mysteries,tv,"Crime, Drama, History",2012,8.2,FALSE
Rooftop Prince,tv,"Comedy, Fantasy, Romance",2012,7.7,FALSE
Horrid Henry,tv,"Adventure, Animation, Comedy",2006,6.4,FALSE
Berlin Alexanderplatz,tv,"Crime, Drama",1980,8.4,FALSE
Bikie Wars: Brothers in Arms,tv,Drama,2012,7,FALSE
Pablo Escobar: El Patrón del Mal,tv,"Biography, Crime, Drama",2012,8.4,FALSE
Psycho-Pass,tv,"Action, Animation, Crime",2012,8.1,FALSE
,tv,,,,FALSE
Braunschlag,tv,Drama,2012,8.2,FALSE
Longmire,tv,"Action, Crime, Drama",2012,8.3,FALSE
Line of Duty,tv,"Crime, Drama, Mystery",2012,8.7,FALSE
Vikings,tv,"Action, Adventure, Drama",2013,8.5,FALSE
Magic Kaito,tv,"Adventure, Animation, Comedy",2010,7.2,FALSE
Pac-Man and the Ghostly Adventures,tv,"Action, Adventure, Animation",2013,4.5,FALSE
Wentworth,tv,"Crime, Drama, Thriller",2013,8.6,FALSE
The Mindy Project,tv,Comedy,2012,7.5,FALSE
The Innocent Man,tv,Drama,2012,7.6,FALSE
The Bridge,tv,"Crime, Mystery, Thriller",2011,8.6,FALSE
"Tayo, the Little Bus",tv,"Animation, Comedy, Family",2010,5.4,FALSE
Teen Titans Go!,tv,"Adventure, Animation, Comedy",2013,5.7,FALSE
Space Brothers,tv,"Animation, Comedy, Sci-Fi",2012,8.2,FALSE
Chihayafuru,tv,"Animation, Comedy, Drama",2011,8.1,FALSE
Rookies,tv,"Drama, Sport",2008,7.7,FALSE
Ushijima the Loan Shark,tv,Comedy,2010,7.1,FALSE
The Moon Embracing the Sun,tv,"Drama, Fantasy, Romance",2012,7.9,FALSE
Dog of Flanders,tv,"Animation, Drama, Family",1975,8,FALSE
Jam: The Drama,tv,"Comedy, Drama, Music",2021,6.6,FALSE
Sam & Cat,tv,"Comedy, Drama, Family",2013,5.7,FALSE
Sword Art Online,tv,"Action, Adventure, Animation",2012,7.5,FALSE
Kuroko's Basketball,tv,"Animation, Comedy, Sport",2012,8.2,FALSE
JoJo's Bizarre Adventure,tv,"Action, Adventure, Animation",2012,8.5,FALSE
,tv,,2008,,FALSE
The Hero Yoshihiko,tv,"Adventure, Comedy, Fantasy",2011,8,FALSE
I Miss You,tv,"Action, Crime, Drama",2012,7.5,FALSE
Doctor X,tv,"Comedy, Drama, Mystery",2012,7.5,FALSE
Binbô danshi,tv,Drama,2008,6.7,FALSE
Masha and the Bear,tv,"Adventure, Animation, Comedy",2007,7.3,FALSE
Carrossel,tv,"Adventure, Comedy, Drama",2012,6.8,FALSE
Jin,tv,"Drama, Fantasy, Romance",2009,7.9,FALSE
Naruto,tv,"Action, Adventure, Animation",2002,8.4,FALSE
Fairy Tail,tv,"Action, Adventure, Animation",2009,7.9,FALSE
Hunter x Hunter,tv,"Action, Adventure, Animation",2011,9,FALSE
Yakitate!! Japan,tv,"Animation, Comedy, Drama",2004,7.7,FALSE
Redfern Now,tv,Drama,2012,7.9,FALSE
Kingdom,tv,"Action, Animation, Drama",2012,8.6,FALSE
MeatEater,tv,Documentary,2012,7.6,FALSE
Janet King,tv,"Crime, Drama, Mystery",2014,7.7,FALSE
A Lion in the House,tv,Documentary,2006,8.8,FALSE
The Blacklist,tv,"Crime, Drama, Mystery",2013,7.9,FALSE
Hitler: The Rise of Evil,tv,"Biography, Drama, History",2003,7.2,FALSE
Midnight Diner,tv,Drama,2009,8.6,FALSE
Vicious,tv,Comedy,2013,8.1,FALSE
"That Winter, the Wind Blows",tv,Drama,2013,7.5,FALSE
The Bridge,tv,"Crime, Drama, Mystery",2013,7.6,FALSE
Low Winter Sun,tv,"Crime, Drama",2013,7,FALSE
Into the Badlands,tv,"Action, Adventure, Drama",2015,7.9,FALSE
The Tom and Jerry Show,tv,"Adventure, Animation, Comedy",2011,7.1,FALSE
Black Sails,tv,"Action, Adventure, Drama",2014,8.2,FALSE
Last Tango in Halifax,tv,"Comedy, Drama, Romance",2012,8.4,FALSE
Cuckoo,tv,Comedy,2012,7.2,FALSE
Rodzinka.pl,tv,Comedy,2011,6,FALSE
Misja Afganistan,tv,"Action, War",2012,6.6,FALSE
Krew z krwi,tv,"Action, Crime, Drama",2012,7.4,FALSE
Heirs,tv,"Comedy, Drama, Romance",2013,7.5,FALSE
Paradoks,tv,Crime,2012,6.6,FALSE
Instynkt,tv,Crime,2011,4.7,FALSE
The 100,tv,"Action, Drama, Sci-Fi",2014,7.5,FALSE
Brooklyn Nine-Nine,tv,"Comedy, Crime",2013,8.4,FALSE
The Fall,tv,"Crime, Drama, Thriller",2013,8.1,FALSE
The Inheritance,tv,Drama,2023,6,FALSE
My Love: Six Stories of True Love,tv,"Documentary, Romance",2021,7.4,FALSE
Below Deck,tv,Reality-TV,2013,7.5,FALSE
Morden im Norden,tv,"Comedy, Crime, Mystery",2012,5.8,FALSE
Black Butler,tv,"Action, Animation, Comedy",2008,7.6,FALSE
Chosen,tv,"Drama, Mystery, Sci-Fi",2022,4.7,FALSE
Rita,tv,"Comedy, Drama",2012,8.1,FALSE
Der Tatortreiniger,tv,"Comedy, Crime",2011,8.5,FALSE
Justin Time,tv,"Adventure, Animation, Comedy",2011,6.7,FALSE
Teenage Mutant Ninja Turtles,tv,"Action, Adventure, Animation",2012,7.9,FALSE
Mia and Me,tv,"Adventure, Animation, Family",2012,6.7,FALSE
Man Down,tv,Comedy,2013,7.6,FALSE
,tv,Drama,2012,,FALSE
Al Kabeer,tv,"Comedy, Romance",2010,8.5,FALSE
Woman,tv,Drama,2013,7.8,FALSE
Hormones,tv,"Comedy, Drama, Romance",2013,8,FALSE
Hubert ohne Staller,tv,"Comedy, Crime, Drama",2011,7.6,FALSE
The Flying Publicist,tv,Drama,2013,6.8,FALSE
Love,tv,"Comedy, Drama, Romance",2016,7.6,FALSE
I Hear Your Voice,tv,"Comedy, Drama, Fantasy",2013,8,FALSE
Mashiny skazki,tv,"Animation, Family",2011,5.8,FALSE
The Solitary Gourmet,tv,Drama,2012,8,FALSE
Gogglebox,tv,"Documentary, Reality-TV",2013,7.4,FALSE
Shtisel,tv,Drama,2013,8.6,FALSE
Fist of the North Star,tv,"Action, Adventure, Animation",1984,8.2,FALSE
Kochira Katsushika-ku Kameari Koen Mae Hashutsujo,tv,"Animation, Comedy",1996,8.1,FALSE
Death Comes to Pemberley,tv,"Drama, Mystery, Romance",2013,7.1,FALSE
Nana,tv,"Animation, Comedy, Drama",2006,8.5,FALSE
Outlander,tv,"Adventure, Drama, Fantasy",2014,8.3,FALSE
Two Fathers,tv,Drama,2013,7.8,FALSE
Khawatir,tv,"Documentary, Family, Reality-TV",2005,9.1,FALSE
,tv,Animation,2006,,FALSE
Gintama,tv,"Action, Animation, Comedy",2005,8.7,FALSE
Les Aventures de Petit Ours brun,tv,Animation,2003,4.7,FALSE
Om Nom Stories,tv,"Action, Adventure, Animation",2011,6,FALSE
PAW Patrol,tv,"Adventure, Animation, Comedy",2013,6.1,FALSE
The Master's Sun,tv,"Comedy, Fantasy, Horror",2013,8.1,FALSE
Good Doctor,tv,"Drama, Romance",2013,7.9,FALSE
Jack Irish,tv,"Crime, Drama",2016,7.8,FALSE
The Madness,tv,"Crime, Drama, Thriller",2024,6.4,FALSE
Adoration,tv,"Crime, Drama, Mystery",2024,5.7,FALSE
Talentless TAKANO,tv,Comedy,2024,7.2,FALSE
ATRI: My Dear Moments,tv,"Animation, Drama, Romance",2024,6.5,FALSE
The Helicopter Heist,tv,"Action, Crime, Drama",2024,7.4,FALSE
Dandadan,tv,"Action, Adventure, Animation",2024,8.6,FALSE
Life in Colour,tv,Documentary,2021,8.2,FALSE
Kill Me Love Me,tv,Drama,2024,7.4,FALSE
BoJack Horseman,tv,"Animation, Comedy, Drama",2014,8.8,FALSE
Babylon,tv,"Comedy, Crime, Drama",2014,7.1,FALSE
Lavender Fields,tv,"Action, Drama, Mystery",2024,7.1,FALSE
The Walking Dead: Daryl Dixon,tv,"Drama, Horror",2023,7.5,FALSE
Ranma ½,tv,"Action, Adventure, Animation",2024,8,FALSE
Supergirl,tv,"Action, Adventure, Drama",2015,6.2,FALSE
Tower of God,tv,"Action, Adventure, Animation",2020,7.5,FALSE
Dragon Ball Daima,tv,"Action, Adventure, Animation",2024,8.1,FALSE
Lockwood & Co.,tv,"Action, Adventure, Drama",2023,7.4,FALSE
Wednesday,tv,"Comedy, Crime, Fantasy",2022,8.1,FALSE
MF Ghost,tv,"Action, Animation, Sport",2023,7.3,FALSE
Sailor Moon Crystal,tv,"Action, Adventure, Animation",2014,7.8,FALSE
Food Wars: Shokugeki no Soma,tv,"Animation, Comedy, Drama",2015,8.1,FALSE
"Go Go Squid 2: DT, Appledog's Time",tv,Drama,2021,7.2,FALSE
The Dangers in My Heart,tv,"Animation, Comedy, Drama",2023,8.1,FALSE
Haikyu!!,tv,"Animation, Comedy, Drama",2014,8.7,FALSE
2.5 Dimensional Seduction,tv,"Animation, Comedy, Romance",2024,6.6,FALSE
Great Pretender,tv,"Adventure, Animation, Comedy",2020,7.8,FALSE
Tomb Raider: The Legend of Lara Croft,tv,"Action, Adventure, Animation",2024,5.4,FALSE
Mr. Plankton,tv,"Comedy, Romance",2024,8.1,FALSE
Assasination Classroom,tv,"Action, Animation, Comedy",2013,8,FALSE
Shangri-La Frontier,tv,"Action, Adventure, Animation",2023,7.5,FALSE
"As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World",tv,"Adventure, Animation, Fantasy",2024,6.6,FALSE
Fairy Tail: 100 Years Quest,tv,"Action, Adventure, Animation",2024,7.5,FALSE
Karakai Jouzu no Takagi-san,tv,"Animation, Comedy, Romance",2018,7.7,FALSE
Copenhagen Cowboy,tv,"Crime, Drama, Thriller",2022,6.7,FALSE
Jentry Chau vs. The Underworld,tv,"Action, Adventure, Animation",2024,7.8,FALSE
Scissor Seven,tv,"Action, Adventure, Animation",2018,8.4,FALSE
That Time I Got Reincarnated as a Slime,tv,"Action, Adventure, Animation",2018,8.1,FALSE
My Heroic Husband,tv,"Animation, Comedy, Fantasy",2023,7,FALSE
From,tv,"Drama, Horror, Mystery",2022,7.8,FALSE
The Irregular at Magic High School,tv,"Action, Animation, Drama",2014,7,FALSE
No Longer Allowed in Another World,tv,"Adventure, Animation, Comedy",2024,6.7,FALSE
Blue Lock,tv,"Animation, Sport, Thriller",2022,8.1,FALSE
The End of the F***ing World,tv,"Adventure, Comedy, Crime",2017,8,FALSE
Mighty MonsterWheelies,tv,"Action, Adventure, Animation",2024,7.6,FALSE
The Imperial Coroner,tv,"Drama, Mystery",2021,7.7,FALSE
When Will Ayumu Make His Move?,tv,"Animation, Comedy, Romance",2022,6.6,FALSE
,tv,"Reality, Talk",2023,,FALSE
The Diplomat,tv,"Drama, Thriller",2023,8,FALSE
,tv,Drama,2024,,FALSE
,tv,,2024,,FALSE
Arifureta: From Commonplace to World's Strongest,tv,"Action, Adventure, Animation",2019,7.1,FALSE
Black Pean,tv,Drama,2018,7,FALSE
Such a Close Traitor,tv,"Action, Mystery, Thriller",2024,7.8,FALSE
Bad Education,tv,Comedy,2012,7.3,FALSE
Upper Middle Bogan,tv,Comedy,2013,7.9,FALSE
A Virtuous Business,tv,"Comedy, Drama",2024,7.3,FALSE
Ragnarok,tv,"Action, Drama, Fantasy",2020,7.3,FALSE
Ancient Apocalypse,tv,"Documentary, History",2022,7.3,FALSE
Culinary Class Wars,tv,"Game-Show, Reality-TV",2024,8.5,FALSE
,tv,Documentary,2022,,FALSE
The Apothecary Diaries,tv,"Animation, Drama, History",2023,8.6,FALSE
Beauty and Mr. Romantic,tv,"Drama, Family, Romance",2024,5.8,FALSE
Red Cat Ramen,tv,"Animation, Comedy, Fantasy",2024,7.3,FALSE
I Am a Killer,tv,"Crime, Documentary",2018,7.3,FALSE
Love Next Door,tv,"Comedy, Romance",2024,7.7,FALSE
S.W.A.T.,tv,"Action, Adventure, Crime",2017,7.2,FALSE
Million Dollar Decorators,tv,Reality-TV,2011,6.5,FALSE
The 8 Show,tv,"Comedy, Drama, Horror",2024,7.2,FALSE
My Hero Academia,tv,"Action, Adventure, Animation",2016,8.2,FALSE
Frankly Speaking,tv,"Comedy, Drama, Romance",2024,6.5,FALSE
Neumatt,tv,"Drama, Family, Romance",2021,6.9,FALSE
"Love, Death & Robots",tv,"Action, Adventure, Animation",2019,8.4,FALSE
Inside West Coast Customs,tv,Reality-TV,2011,6.8,FALSE
Chiquititas,tv,"Drama, Family, Musical",2013,5.4,FALSE
No Good Deed,tv,"Comedy, Drama",2024,7,FALSE
Hellbound,tv,"Crime, Drama, Fantasy",2021,6.6,FALSE
The Chosen,tv,"Drama, History",2017,9.2,FALSE
The Real Housewives of Salt Lake City,tv,Reality-TV,2020,6.5,FALSE
The Mess You Leave Behind,tv,"Crime, Drama, Mystery",2020,6.8,FALSE
Boruto: Naruto Next Generations,tv,"Action, Adventure, Animation",2017,6.4,FALSE
The Cage,tv,"Biography, Drama, Sport",2024,6.5,FALSE
Comedy Revenge,tv,"Comedy, Game-Show, Reality-TV",2024,6.1,FALSE
Busted!,tv,"Comedy, Reality-TV",2018,7.7,FALSE
The Girl I Like Forgot Her Glasses,tv,"Animation, Comedy, Romance",2023,6.6,FALSE
Missing: The Other Side,tv,"Drama, Fantasy, Mystery",2020,7.9,FALSE
Evil,tv,"Crime, Drama, Horror",2019,7.8,FALSE
Natsume's Book of Friends,tv,"Animation, Comedy, Drama",2008,8.1,FALSE
Seirei Gensouki: Spirit Chronicles,tv,"Action, Adventure, Animation",2021,7.2,FALSE
One Hundred Years of Solitude,tv,"Drama, Fantasy, History",2024,8.6,FALSE
TASUKETSU -Fate of the Majority-,tv,"Action, Animation, Drama",2024,5,FALSE
Blue Box,tv,"Animation, Comedy, Romance",2024,7.8,FALSE
Plus-Sized Elf,tv,"Animation, Comedy, Fantasy",2024,5.3,FALSE
Kakegurui,tv,"Animation, Drama, Mystery",2017,7.1,FALSE
The Future Diary,tv,"Reality-TV, Romance",2021,7.1,FALSE
Young Sheldon,tv,Comedy,2017,7.7,FALSE
Single's Inferno,tv,Reality-TV,2021,7.2,FALSE
Misaeng,tv,Drama,2014,8.5,FALSE
Taxi Driver,tv,"Action, Crime, Drama",2021,8.1,FALSE
The Innocent,tv,"Crime, Drama, Mystery",2021,7.8,FALSE
Alchemy of Souls,tv,"Action, Drama, Fantasy",2022,8.7,FALSE
In Another World with My Smartphone,tv,"Adventure, Animation, Comedy",2017,6.5,FALSE
Light of My Lion,tv,"Drama, Family, Mystery",2024,8.1,FALSE
The Uncanny Counter,tv,"Action, Fantasy, Horror",2020,8,FALSE
I Am Not Okay with This,tv,"Comedy, Drama, Fantasy",2020,7.5,FALSE
Fate: The Winx Saga,tv,"Action, Adventure, Drama",2021,6.8,FALSE
Man vs. Bee,tv,"Comedy, Family, Short",2022,6.7,FALSE
Dumas,tv,"Crime, Drama",2024,8,FALSE
Snowpiercer,tv,"Action, Drama, Sci-Fi",2020,6.9,FALSE
,tv,,1996,,FALSE
Pluto,tv,"Action, Animation, Drama",2023,8.1,FALSE
Emily in Paris,tv,"Comedy, Drama, Romance",2020,6.8,FALSE
Cells at Work!,tv,"Action, Adventure, Animation",2018,7.5,FALSE
Manifest,tv,"Drama, Mystery, Sci-Fi",2018,7,FALSE
The Seven Deadly Sins: Four Knights of the Apocalypse,tv,"Action, Adventure, Animation",2023,7,FALSE
