Title,Type,Genre ID,Year,IMDB Score,Netflix Original
"Attention, Papa Arrives!",movie,"23,37",1991,7.9,FALSE
Du bist nicht allein,movie,"23,35,73",2007,6.4,FALSE
Gone Baby Gone,movie,"29,35,64",2007,7.6,FALSE
Runaway Bride,movie,"23,73",1999,5.6,FALSE
Layer Cake,movie,"29,35,103",2004,7.3,FALSE
"Farewell, Friend",movie,"1,29,35",1968,6.7,FALSE
The Invasion,movie,82103,2007,5.9,FALSE
Confessions of a Dangerous Mind,movie,"16,23,29",2002,7,FALSE
The Curious Case of Benjamin Button,movie,"35,40,73",2008,7.8,FALSE
Howl's Moving Castle,movie,"8,12,37",2004,8.2,FALSE
Une femme Ã  sa fenÃªtre,movie,35,1976,6.1,FALSE
The International,movie,"1,29,35",2009,6.5,FALSE
Gothika,movie,"50,64,103",2003,5.8,FALSE
Five Times Two,movie,"35,73",2004,6.6,FALSE
American Gangster,movie,"16,29,35",2007,7.8,FALSE
Forbidden Games,movie,35107,1952,8,FALSE
Carry on Screaming!,movie,"23,50",1966,6.7,FALSE
Sky Captain and the World of Tomorrow,movie,"1,8,64",2004,6.1,FALSE
Rush Hour 3,movie,"1,23,29",2007,6.2,FALSE
Rush Hour 2,movie,"1,23,29",2001,6.7,FALSE
3:10 to Yuma,movie,"1,29,35",2007,7.6,FALSE
Pumping Iron,movie,"34,90",1977,7.3,FALSE
The Boss of It All,movie,23,2006,6.6,FALSE
Ardor,movie,"35,73",2002,5.6,FALSE
The Polar Express,movie,"8,12,23",2004,6.6,FALSE
The Band's Visit,movie,"23,35,60",2007,7.5,FALSE
Chaos,movie,"1,29,35",2005,6.4,FALSE
Nobody Is Perfect,movie,"23,35",2006,5.8,FALSE
Idiot Love,movie,23,2004,5.2,FALSE
"I'm a Cyborg, But That's OK",movie,"23,35,73",2006,6.9,FALSE
Battlefield Earth,movie,"1,8,82",2000,2.5,FALSE
The Fugitive,movie,"1,29,35",1993,7.8,FALSE
Le SamouraÃ¯,movie,"29,35,103",1967,8,FALSE
Finder's Fee,movie,35103,2001,6.2,FALSE
The Phantom of Liberty,movie,23,1974,7.8,FALSE
Traitement de choc,movie,"29,35,50",1973,6.1,FALSE
Six-Pack,movie,103,2000,5.4,FALSE
The Blue Lagoon,movie,"8,35,73",1980,5.8,FALSE
Control,movie,"16,35,60",2007,7.6,FALSE
I Know Who Killed Me,movie,"50,64,103",2007,3.6,FALSE
The Mist,movie,"50,82,103",2007,7.1,FALSE
In the Realm of the Senses,movie,"35,73",1976,6.6,FALSE
The Secret,movie,"35,64,103",1974,6.7,FALSE
The Pledge,movie,"29,35,64",2001,6.7,FALSE
Only Human,movie,"23,73",2004,6.8,FALSE
Fanny and Alexander,movie,35,1982,8.1,FALSE
Along Came Polly,movie,"23,73",2004,6,FALSE
The Umbrellas of Cherbourg,movie,"35,61,73",1964,7.8,FALSE
The Family Man,movie,"23,35,40",2000,6.8,FALSE
Miffo,movie,"23,35,73",2003,5.8,FALSE
Elling,movie,"23,35",2001,7.5,FALSE
P.S. I Love You,movie,"23,35,73",2007,7,FALSE
Empties,movie,"23,35",2007,7.2,FALSE
Bram Stoker's Dracula,movie,"40,50,73",1992,7.4,FALSE
Fracture,movie,"29,35,103",2007,7.2,FALSE
The Burned Barns,movie,"29,35,64",1973,6.6,FALSE
Blue Thunder,movie,"1,29,35",1983,6.4,FALSE
Who Finds a Friend Finds a Treasure,movie,"1,8,23",1981,7.1,FALSE
Three Kings,movie,"1,8,23",1999,7.1,FALSE
Practical Magic,movie,"23,35,40",1998,6.3,FALSE
Freddy vs. Jason,movie,"1,50",2003,5.7,FALSE
I Am Legend,movie,"35,50,82",2007,7.2,FALSE
The Dukes of Hazzard,movie,23,2005,5.1,FALSE
First Knight,movie,"1,8,35",1995,6,FALSE
Life,movie,"23,29,35",1999,6.8,FALSE
The Orphanage,movie,"35,50,64",2007,7.4,FALSE
Schtonk,movie,"23,29",1992,7.1,FALSE
To Take a Wife,movie,35,2004,7.1,FALSE
The Rookie,movie,"1,29,35",1990,5.9,FALSE
Zathura: A Space Adventure,movie,"1,8,23",2005,6.3,FALSE
Failure to Launch,movie,"23,73",2006,5.7,FALSE
"Watch Out, We're Mad",movie,"1,23",1974,7.3,FALSE
Outbreak,movie,"1,35,103",1995,6.6,FALSE
Something's Gotta Give,movie,"23,35,73",2003,6.7,FALSE
The White Massai,movie,"35,73",2005,6.4,FALSE
Wild Chicks,movie,"8,37",2005,5.9,FALSE
Van Helsing,movie,"1,8,40",2004,6.1,FALSE
Perfect Stranger,movie,"29,64,103",2007,5.7,FALSE
The Punisher,movie,"1,29,35",2004,6.4,FALSE
Matchstick Men,movie,"23,29,35",2003,7.3,FALSE
Maid in Manhattan,movie,"23,35,73",2002,5.4,FALSE
Juno,movie,"23,35",2007,7.4,FALSE
There Will Be Blood,movie,35,2007,8.2,FALSE
Elite Squad,movie,"1,29,35",2007,8,FALSE
The Bucket List,movie,"8,23,35",2007,7.4,FALSE
Sahara,movie,"1,8,23",2005,6.1,FALSE
Chicken Run,movie,"8,12,23",2000,7.1,FALSE
Brothers,movie,35103107,2009,7.1,FALSE
xXx,movie,"1,8,35",2002,5.8,FALSE
Vantage Point,movie,"1,35,103",2008,6.6,FALSE
Open Season,movie,"8,12,23",2006,6.1,FALSE
Knockaround Guys,movie,"29,35,103",2001,6.1,FALSE
Like Stars on Earth,movie,"35,37",2007,8.3,FALSE
Water,movie,35,2005,7.7,FALSE
Over the Hedge,movie,"8,12,23",2006,6.7,FALSE
Fearless,movie,"1,16,35",2006,7.6,FALSE
Fun with Dick and Jane,movie,"23,29",2005,6.2,FALSE
Rambo,movie,1103,2008,7,FALSE
The Wave,movie,35103,2008,7.6,FALSE
Resident Evil: Extinction,movie,"1,50,82",2007,6.2,FALSE
Wedding Daze,movie,"23,73",2006,5.6,FALSE
"10,000 BC",movie,"1,8,35",2008,5.1,FALSE
Rang De Basanti,movie,"23,29,35",2006,8.1,FALSE
Before the Devil Knows You're Dead,movie,"29,35,103",2007,7.3,FALSE
Caramel,movie,"23,35,73",2007,7.1,FALSE
The Kite Runner,movie,35,2007,7.6,FALSE
Penelope,movie,"23,40,73",2006,6.7,FALSE
Robin Hood: Men in Tights,movie,"8,23,61",1993,6.7,FALSE
Punch-Drunk Love,movie,"23,35,73",2002,7.3,FALSE
The Reader,movie,"35,64,73",2008,7.6,FALSE
21,movie,"29,35,103",2008,6.8,FALSE
Om Shanti Om,movie,"1,23,35",2007,6.8,FALSE
Broken Embraces,movie,"35,73,103",2009,7.2,FALSE
Untraceable,movie,"29,64,103",2008,6.2,FALSE
Napoleon Dynamite,movie,23,2004,7,FALSE
Midnight in the Garden of Good and Evil,movie,"29,35,64",1997,6.6,FALSE
Ã†on Flux,movie,"1,8,82",2005,5.4,FALSE
Dark Habits,movie,"23,35",1983,6.5,FALSE
What Have I Done to Deserve This?,movie,"23,35",1984,7.1,FALSE
High Heels,movie,"23,35,73",1991,7,FALSE
Kika,movie,23,1993,6.5,FALSE
Welcome to the Sticks,movie,"23,73",2008,7.1,FALSE
American Wedding,movie,23,2003,6.3,FALSE
Paris,movie,"23,35,73",2008,6.8,FALSE
Howards End,movie,"35,73",1992,7.4,FALSE
In Bruges,movie,"23,29,35",2008,7.9,FALSE
Step Up 2: The Streets,movie,"35,60,73",2008,6.2,FALSE
REC,movie,"50,64,103",2007,7.4,FALSE
My Big Fat Greek Wedding,movie,"23,35,73",2002,6.6,FALSE
Superbad,movie,23,2007,7.6,FALSE
Robin Hood: Prince of Thieves,movie,"1,8,35",1991,6.9,FALSE
Transformers: Revenge of the Fallen,movie,"1,8,82",2009,6,FALSE
"Definitely, Maybe",movie,"23,35,73",2008,7.1,FALSE
My Neighbor Totoro,movie,"12,23,37",1988,8.1,FALSE
A Man Apart,movie,"1,29,35",2003,6,FALSE
Love Me If You Dare,movie,"23,35,73",2003,7.5,FALSE
I Spy,movie,"1,8,23",2002,5.4,FALSE
Carandiru,movie,"29,35",2003,7.6,FALSE
Lower City,movie,35,2005,6.5,FALSE
The 6th Day,movie,"1,64,82",2000,5.9,FALSE
Never Back Down,movie,"1,35,90",2008,6.5,FALSE
Dumb and Dumber,movie,23,1994,7.3,FALSE
John Q,movie,"29,35,103",2002,7.1,FALSE
Hitch,movie,"23,73",2005,6.6,FALSE
Ali,movie,"16,35,90",2001,6.7,FALSE
Prom Night,movie,50,2008,3.9,FALSE
The Exorcism of Emily Rose,movie,"35,50,103",2005,6.7,FALSE
Rivals,movie,"1,29,35",2008,6.2,FALSE
The Isle,movie,35103,2000,6.9,FALSE
Deep Impact,movie,"1,35,82",1998,6.3,FALSE
K-19: The Widowmaker,movie,"35,48,103",2002,6.7,FALSE
Taken,movie,"1,29,103",2008,7.7,FALSE
Cannibals in the Streets,movie,"35,40,50",1980,5.5,FALSE
Anchorman: The Legend of Ron Burgundy,movie,23,2004,7.1,FALSE
Three Wishes for Cinderella,movie,"8,35,37",1973,7.6,FALSE
The Black Balloon,movie,"35,73",2008,7.2,FALSE
Eagle vs Shark,movie,"23,73",2007,6.7,FALSE
Christine,movie,50103,1983,6.8,FALSE
The Road Warrior,movie,"1,8,82",1981,7.6,FALSE
My Life as a Dog,movie,"23,35",1985,7.6,FALSE
Timecop,movie,"1,29,82",1994,5.9,FALSE
Il Divo,movie,"16,35",2008,7.2,FALSE
Double Trouble,movie,"1,23",1984,7.1,FALSE
Conspiracy Theory,movie,"1,35,64",1997,6.7,FALSE
Legally Blonde,movie,"23,73",2001,6.5,FALSE
Casper,movie,"23,37,40",1995,6.2,FALSE
Jumanji,movie,"8,23,37",1995,7.1,FALSE
The Bank Job,movie,29103,2008,7.2,FALSE
Alfie,movie,"23,35,73",2004,6.2,FALSE
The Karate Kid Part II,movie,"1,37,90",1986,6.1,FALSE
How the Grinch Stole Christmas,movie,"23,37,40",2000,6.3,FALSE
My Best Friend's Wedding,movie,"23,35,73",1997,6.4,FALSE
Pale Rider,movie,35111,1985,7.3,FALSE
Lion's Den,movie,"29,35",2008,7,FALSE
Wanted,movie,"1,29,103",2008,6.7,FALSE
Deep Blue Sea,movie,"1,8,82",1999,5.9,FALSE
Salt of This Sea,movie,"35,73",2008,6.8,FALSE
I Love You Phillip Morris,movie,"16,23,29",2009,6.6,FALSE
Hancock,movie,"1,23,35",2008,6.4,FALSE
Bad Boys II,movie,"1,23,29",2003,6.6,FALSE
Twilight,movie,"35,40,73",2008,5.3,FALSE
Boogeyman,movie,"35,50,64",2005,4.2,FALSE
The Protector,movie,"1,29,35",2005,7,FALSE
Friends with Money,movie,"23,35,73",2006,5.8,FALSE
Midnight Run,movie,"1,23,29",1988,7.5,FALSE
Spirit: Stallion of the Cimarron,movie,"8,12,35",2002,7.2,FALSE
The Eye,movie,"50,64",2008,5.4,FALSE
Big Daddy,movie,"23,35",1999,6.4,FALSE
The Cave,movie,"8,50,82",2005,5.2,FALSE
Only You,movie,"23,73",1994,6.5,FALSE
Just Cause,movie,"1,29,35",1995,6.4,FALSE
Little Man,movie,"23,29",2006,4.5,FALSE
Black Book,movie,35103107,2006,7.7,FALSE
Spies Like Us,movie,"8,23",1985,6.4,FALSE
Young Guns II,movie,"1,35,111",1990,6.5,FALSE
The Craft,movie,"35,40,50",1996,6.5,FALSE
The Quest,movie,"1,8,35",1996,5.6,FALSE
Kopps,movie,"1,23",2003,6.7,FALSE
S.W.A.T.,movie,"1,8,29",2003,6.1,FALSE
Bibi Blocksberg,movie,"23,37,40",2002,5.3,FALSE
Now and Then,movie,"23,35,73",1995,6.8,FALSE
Eraser,movie,"1,29,103",1996,6.2,FALSE
Ace Ventura: When Nature Calls,movie,"8,23,29",1995,6.4,FALSE
The Faculty,movie,"50,64,82",1998,6.6,FALSE
Final Destination 3,movie,50103,2006,5.8,FALSE
The Longest Yard,movie,"23,29,90",2005,6.4,FALSE
Hudson Hawk,movie,"1,8,23",1991,5.7,FALSE
Monster House,movie,"12,23,37",2006,6.7,FALSE
Thesis,movie,"29,50,64",1996,7.4,FALSE
Smilla's Sense of Snow,movie,"29,35,64",1997,6.3,FALSE
Mortal Kombat,movie,"1,8,40",1995,5.8,FALSE
Ong-Bak: The Thai Warrior,movie,"1,29,103",2003,7.1,FALSE
Ghost in the Shell,movie,"1,12,29",1995,7.9,FALSE
Last Man Standing,movie,"1,29,35",1996,6.4,FALSE
The Scorpion King,movie,"1,8,40",2002,5.5,FALSE
Transporter 2,movie,1103,2005,6.3,FALSE
Click,movie,"23,35,40",2006,6.4,FALSE
The Goonies,movie,"8,23,37",1985,7.7,FALSE
The Mask of Zorro,movie,"1,8,23",1998,6.8,FALSE
EuroTrip,movie,23,2004,6.6,FALSE
Look Who's Talking Too,movie,"23,37,73",1990,4.7,FALSE
Final Destination 2,movie,50103,2003,6.2,FALSE
Anaconda,movie,"1,8,50",1997,4.9,FALSE
The Last of the Mohicans,movie,"1,8,35",1992,7.6,FALSE
Tremors,movie,"23,50",1990,7.2,FALSE
Donnie Brasco,movie,"16,29,35",1997,7.7,FALSE
Ferris Bueller's Day Off,movie,23,1986,7.8,FALSE
Starsky & Hutch,movie,"23,29",2004,6.1,FALSE
The Twelve Tasks of Asterix,movie,"8,12,23",1976,7.6,FALSE
In the Line of Fire,movie,"1,29,35",1993,7.2,FALSE
Jerry Maguire,movie,"23,35,73",1996,7.3,FALSE
The Descent,movie,"8,50,103",2005,7.2,FALSE
Before the Fall,movie,"35,90,103",2004,7.4,FALSE
They Call Me Trinity,movie,23111,1970,7.4,FALSE
Above the Law,movie,"1,29,35",1988,6,FALSE
Evolution,movie,"23,82",2001,6.1,FALSE
Zoolander,movie,23,2001,6.5,FALSE
Surf's Up,movie,"8,12,23",2007,6.7,FALSE
Murder at 1600,movie,"1,29,35",1997,6.1,FALSE
Money Talks,movie,"1,23,29",1997,6.2,FALSE
A Night at the Roxbury,movie,"23,60,73",1998,6.2,FALSE
The Nameless,movie,"35,50,64",1999,5.8,FALSE
Stepmom,movie,"23,35",1998,6.8,FALSE
Apt Pupil,movie,"29,35,103",1998,6.7,FALSE
The Big Hit,movie,"1,23,29",1998,6.1,FALSE
Election,movie,"23,73",1999,7.2,FALSE
The Crow: Salvation,movie,"1,29,40",2000,4.9,FALSE
Kung Fu Hustle,movie,"1,23,40",2004,7.7,FALSE
Charlie's Angels: Full Throttle,movie,"1,8,23",2003,4.9,FALSE
"South Park: Bigger, Longer & Uncut",movie,"12,23,40",1999,7.7,FALSE
Scent of a Woman,movie,35,1992,8,FALSE
A Knight's Tale,movie,"1,8,73",2001,7,FALSE
The Bone Collector,movie,"29,35,64",1999,6.7,FALSE
Johnny English,movie,"1,8,23",2003,6.3,FALSE
Look Who's Talking,movie,23,1989,5.9,FALSE
Kung Fu Panda,movie,"1,8,12",2008,7.6,FALSE
Lantana,movie,"35,64,73",2001,7.2,FALSE
RV,movie,"8,23,37",2006,5.6,FALSE
Final Destination,movie,50103,2000,6.7,FALSE
Red Dragon,movie,"29,35,103",2002,7.2,FALSE
Jersey Girl,movie,"23,35,73",2004,6.2,FALSE
Feardotcom,movie,"29,50,103",2002,3.4,FALSE
Sniper,movie,1103107,1993,6.1,FALSE
House of Flying Daggers,movie,"1,8,35",2004,7.5,FALSE
The Exorcist,movie,50,1973,8.1,FALSE
Rabbit-Proof Fence,movie,"8,16,35",2002,7.4,FALSE
No More School,movie,"23,35",2000,6.4,FALSE
Tears of the Sun,movie,"1,35,103",2003,6.6,FALSE
Hard to Kill,movie,"1,29,35",1990,5.8,FALSE
More Ants in the Pants,movie,"23,40,73",2002,4.6,FALSE
Blood Work,movie,"1,29,35",2002,6.4,FALSE
Little Women,movie,"35,37,73",1994,7.3,FALSE
Last Action Hero,movie,"1,8,23",1993,6.5,FALSE
Babe,movie,"23,35,37",1995,6.9,FALSE
Clueless,movie,"23,73",1995,6.9,FALSE
Single White Female,movie,35103,1992,6.4,FALSE
Happy Gilmore,movie,"23,90",1996,7,FALSE
The Fast and the Furious: Tokyo Drift,movie,"1,29,103",2006,6.1,FALSE
Tango & Cash,movie,"1,23,29",1989,6.4,FALSE
Dante's Peak,movie,"1,8,103",1997,6,FALSE
Elizabethtown,movie,"23,35,73",2005,6.3,FALSE
Beverly Hills Ninja,movie,"1,23",1997,5.6,FALSE
Scooby-Doo,movie,"8,23,37",2002,5.3,FALSE
Ghost Ship,movie,"50,64,103",2002,5.6,FALSE
Here Is Your Life,movie,35,1966,7.3,FALSE
She's the Man,movie,"23,73,90",2006,6.4,FALSE
Mad Max,movie,"1,8,82",1979,6.8,FALSE
Glory,movie,"16,35,48",1989,7.8,FALSE
Ju-On: The Grudge 2,movie,"35,50,64",2003,6.3,FALSE
The Jacket,movie,"35,40,64",2005,7.1,FALSE
Ring 2,movie,"50,64,82",1999,5.9,FALSE
Ring 0: Birthday,movie,"50,64,103",2000,5.9,FALSE
The Black Dahlia,movie,"29,35,64",2006,5.6,FALSE
Assassins,movie,"1,29,103",1995,6.3,FALSE
One Missed Call,movie,"50,64",2003,6.2,FALSE
North Country,movie,35,2005,7.3,FALSE
Spiral,movie,"35,40,50",1998,5.2,FALSE
Talladega Nights: The Ballad of Ricky Bobby,movie,"23,90",2006,6.6,FALSE
7 Seconds,movie,"1,23,29",2005,4.8,FALSE
Bewitched,movie,"23,40,73",2005,4.8,FALSE
Love Me No More,movie,"35,73",2008,7.1,FALSE
Bad Boys,movie,"1,23,29",1995,6.8,FALSE
Demolition Man,movie,"1,82,103",1993,6.7,FALSE
Jack Frost,movie,"23,35,37",1998,5.5,FALSE
Firewall,movie,29103,2006,5.8,FALSE
Cellular,movie,"1,29,103",2004,6.5,FALSE
Step Up,movie,"29,35,60",2006,6.5,FALSE
Gridiron Gang,movie,"16,29,35",2006,7.1,FALSE
Lolita,movie,"35,73",1997,6.8,FALSE
Major League: Back to the Minors,movie,"23,90",1998,4.7,FALSE
Serendipity,movie,"23,73",2001,6.8,FALSE
The Sisterhood of the Traveling Pants,movie,"23,35,73",2005,6.5,FALSE
Accepted,movie,23,2006,6.4,FALSE
The Fast and the Furious,movie,"1,29,103",2001,6.8,FALSE
Bridget Jones: The Edge of Reason,movie,"23,35,73",2004,6,FALSE
Seven Dwarves,movie,"23,37,40",2004,4.8,FALSE
Save the Last Dance,movie,"35,60,73",2001,6.2,FALSE
Mortal Kombat: Annihilation,movie,"1,8,40",1997,3.6,FALSE
Happy Feet,movie,"8,12,23",2006,6.4,FALSE
The Prince of Egypt,movie,"8,12,35",1998,7.2,FALSE
School for Scoundrels,movie,23,2006,5.9,FALSE
The Opposite of Sex,movie,"23,35,73",1998,6.4,FALSE
Forgetting Sarah Marshall,movie,"23,35,73",2008,7.1,FALSE
Urban Legend,movie,"50,64,103",1998,5.6,FALSE
Striptease,movie,"23,29,35",1996,4.6,FALSE
Collateral Damage,movie,"1,35,103",2002,5.5,FALSE
Johnny Mnemonic,movie,"1,35,82",1995,5.6,FALSE
The Stepford Wives,movie,"23,50,82",2004,5.4,FALSE
The Cable Guy,movie,"23,35,103",1996,6.1,FALSE
Wrong Turn,movie,50103,2003,6.1,FALSE
The Ant Bully,movie,"8,12,23",2006,5.8,FALSE
Tattoo,movie,"29,35,50",2002,6.3,FALSE
Two for the Money,movie,"29,35,90",2005,6.2,FALSE
The World's Fastest Indian,movie,"16,35,90",2005,7.8,FALSE
Waist Deep,movie,"1,29,35",2006,5.8,FALSE
How to Lose a Guy in 10 Days,movie,"23,73",2003,6.5,FALSE
The Postman,movie,"1,8,35",1997,6.1,FALSE
The Pelican Brief,movie,"29,35,64",1993,6.6,FALSE
Vampires,movie,"1,50,103",1998,6.1,FALSE
The Covenant,movie,"8,40,50",2006,5.2,FALSE
Blades of Glory,movie,"23,90",2007,6.3,FALSE
The Benchwarmers,movie,"23,90",2006,5.5,FALSE
Trailer Park Boys: The Movie,movie,"23,29",2006,7.1,FALSE
Freedomland,movie,"29,35,64",2006,5.2,FALSE
Premonition,movie,"35,40,64",2007,5.9,FALSE
Deck the Halls,movie,"23,37",2006,5.1,FALSE
Lock Up,movie,"1,29,35",1989,6.4,FALSE
Air Buddies,movie,"8,23,37",2006,4.7,FALSE
Kicking & Screaming,movie,"23,37,73",2005,5.6,FALSE
Dragnet,movie,"23,29,64",1987,6,FALSE
My Sister's Keeper,movie,"35,37",2009,7.3,FALSE
Unleashed,movie,"1,29,103",2005,7,FALSE
Good Luck Chuck,movie,"23,73",2007,5.6,FALSE
Just Friends,movie,"23,73",2005,6.2,FALSE
7 Dwarves: The Forest Is Not Enough,movie,"23,40",2006,4.2,FALSE
My Lucky Stars,movie,"1,23,29",1985,6.3,FALSE
District B13,movie,"1,29,82",2004,7.1,FALSE
Stealth,movie,"1,8,82",2005,5.1,FALSE
Orchestra Seats,movie,"23,35,73",2006,6.7,FALSE
Dragonfly,movie,"35,40,64",2002,6.1,FALSE
When a Stranger Calls,movie,50103,2006,5.1,FALSE
Get Rich or Die Tryin',movie,"16,29,35",2005,5.5,FALSE
Edison,movie,"1,29,35",2005,5.3,FALSE
The Amityville Horror,movie,50,2005,5.9,FALSE
House of Wax,movie,50103,2005,5.5,FALSE
13 Going on 30,movie,"23,40,73",2004,6.3,FALSE
Empire of the Sun,movie,35107,1987,7.7,FALSE
Shinobi: Heart Under Blade,movie,"1,35,40",2005,6.8,FALSE
French for Beginners,movie,"23,73",2006,6.1,FALSE
Heartstopper,movie,50103,2006,4,FALSE
Stuart Little,movie,"8,23,37",1999,6,FALSE
The Forgotten,movie,"35,64,82",2004,5.8,FALSE
Bad Santa,movie,"23,29,35",2003,7,FALSE
The Rundown,movie,"1,8,23",2003,6.7,FALSE
Waking Ned Devine,movie,23,1998,7.3,FALSE
The Witches,movie,"8,23,37",1990,6.8,FALSE
Half Past Dead,movie,"1,29,103",2002,4.6,FALSE
Are We Done Yet?,movie,"23,37",2007,4.3,FALSE
He's Just Not That Into You,movie,"23,35,73",2009,6.4,FALSE
Pineapple Express,movie,"1,23,29",2008,6.9,FALSE
The Last Airbender,movie,"1,8,37",2010,4,FALSE
The Tale of Despereaux,movie,"8,12,23",2008,6.1,FALSE
Yes Man,movie,"23,73",2008,6.8,FALSE
Around the World in 80 Days,movie,"1,8,23",2004,5.9,FALSE
A Walk to Remember,movie,"35,73",2002,7.3,FALSE
The Romance,movie,73,2006,6.1,FALSE
The Story of My Life,movie,"23,73",2004,6.6,FALSE
Miami Supercops,movie,"1,23,29",1985,6.1,FALSE
Martha,movie,35103,1974,7.5,FALSE
The Men Who Stare at Goats,movie,23107,2009,6.2,FALSE
She's All That,movie,"23,73",1999,5.9,FALSE
"Legally Blonde 2: Red, White & Blonde",movie,23,2003,4.8,FALSE
Spawn,movie,"1,29,35",1997,5.2,FALSE
Bugsy,movie,"16,29,35",1991,6.8,FALSE
True Crime,movie,"29,35,64",1999,6.6,FALSE
The Confessor,movie,"35,64,103",2004,5.2,FALSE
Tequila Sunrise,movie,"29,35,73",1988,6,FALSE
Mansfield Park,movie,"23,35,73",1999,7,FALSE
Nowhere to Run,movie,"1,35,73",1993,5.7,FALSE
Marlene,movie,"16,35,60",2000,5.7,FALSE
The Young Schiller,movie,"16,35",2005,6.3,FALSE
War,movie,1103,2007,6.2,FALSE
The Age of Innocence,movie,"35,73",1993,7.2,FALSE
Manhattan Murder Mystery,movie,"23,64",1993,7.3,FALSE
Get Carter,movie,"1,29,35",2000,5.2,FALSE
The Money Pit,movie,23,1986,6.4,FALSE
28 Days,movie,"23,35",2000,6.1,FALSE
Next Friday,movie,23,2000,6.1,FALSE
Hustle & Flow,movie,"29,35,60",2005,7.3,FALSE
Driven,movie,"1,35,90",2001,4.6,FALSE
The Karate Kid Part III,movie,"1,35,37",1989,5.3,FALSE
Castle in the Sky,movie,"8,12,37",1986,8,FALSE
The Flying Classroom,movie,"23,35,37",2003,6.2,FALSE
Bride Wars,movie,"23,73",2009,5.5,FALSE
Madagascar: Escape 2 Africa,movie,"8,12,23",2008,6.6,FALSE
Sherlock Holmes,movie,"1,8,64",2009,7.6,FALSE
Outlander,movie,"1,8,82",2008,6.2,FALSE
When We Were Kings,movie,"34,90",1996,7.9,FALSE
Shark Tale,movie,"8,12,23",2004,6,FALSE
Emil and the Detectives,movie,"8,23,29",2001,6,FALSE
Center Stage,movie,"35,60,73",2000,6.7,FALSE
Under Suspicion,movie,"29,35,103",2000,6.4,FALSE
Psycho II,movie,"29,50,64",1983,6.6,FALSE
The Ghost and the Darkness,movie,"8,35,103",1996,6.8,FALSE
The Girl Next Door,movie,"23,35,73",2004,6.7,FALSE
Peter Pan,movie,"8,37,40",2003,6.8,FALSE
The Medallion,movie,"1,23,40",2003,5.2,FALSE
Once Upon a Time in China,movie,1,1991,7.2,FALSE
Once Upon a Time in China II,movie,"1,8,16",1992,7.3,FALSE
Once Upon a Time in China III,movie,"1,8,16",1992,6.7,FALSE
Once Upon a Time in China and America,movie,"1,8,48",1997,6.3,FALSE
Cradle 2 the Grave,movie,"1,29,35",2003,5.8,FALSE
Kangaroo Jack,movie,"1,8,23",2003,4.5,FALSE
Friday,movie,"23,35",1995,7.2,FALSE
Tomcats,movie,23,2001,5.3,FALSE
You Don't Mess with the Zohan,movie,"1,23",2008,5.6,FALSE
[Rec]Â²,movie,50103,2009,6.5,FALSE
The Squid and the Whale,movie,"23,35",2005,7.3,FALSE
Daddy Day Care,movie,"23,37",2003,5.6,FALSE
Far from Heaven,movie,"35,73",2002,7.3,FALSE
Torque,movie,"1,23,29",2004,4.1,FALSE
Elf,movie,"8,23,37",2003,7.1,FALSE
The Day of the Beast,movie,"1,23,29",1995,7.3,FALSE
Darkness Falls,movie,"40,50,64",2003,5,FALSE
What a Girl Wants,movie,"23,35,37",2003,5.8,FALSE
Police Story 2,movie,"1,23,29",1988,7.1,FALSE
Kabhi Khushi Kabhie Gham...,movie,"35,61,73",2001,7.4,FALSE
Sydney White,movie,"23,35,73",2007,6.2,FALSE
Made of Honor,movie,"23,73",2008,5.8,FALSE
Without a Paddle,movie,"8,23,64",2004,5.8,FALSE
The Tuxedo,movie,"1,23,82",2002,5.4,FALSE
Infernal Affairs,movie,"29,35,64",2002,8,FALSE
Little Shop of Horrors,movie,"23,50,61",1986,7.1,FALSE
Basic,movie,"29,35,64",2003,6.4,FALSE
The Abandoned,movie,"50,64,103",2006,5.5,FALSE
The One,movie,"1,82,103",2001,5.9,FALSE
Terkel in Trouble,movie,"12,23,61",2004,7.1,FALSE
Showgirls,movie,35,1995,5.1,FALSE
Kein Pardon,movie,23,1993,7.2,FALSE
Matilda,movie,"23,37,40",1996,7,FALSE
Them,movie,50103,2006,6.4,FALSE
The Killer,movie,"1,29,35",1989,7.7,FALSE
Dagon,movie,"40,50,64",2001,6.2,FALSE
Revolver,movie,"1,29,35",2005,6.3,FALSE
Kung Fu Cult Master,movie,"1,40,48",1993,6.4,FALSE
Maximum Risk,movie,"1,29,103",1996,5.6,FALSE
Exit Wounds,movie,"1,29,103",2001,5.6,FALSE
Saving Silverman,movie,"23,29,73",2001,5.9,FALSE
Shutter,movie,"50,64,103",2008,5.2,FALSE
Stripes,movie,23107,1981,6.8,FALSE
The Little Rascals,movie,"23,37,73",1994,6.3,FALSE
Moulin Rouge,movie,"16,35,60",1952,7,FALSE
Armour of God,movie,"1,8,23",1986,6.9,FALSE
Armour of God 2: Operation Condor,movie,"1,8,23",1991,7.2,FALSE
Jalla! Jalla!,movie,"23,35,73",2000,6.8,FALSE
The New Guy,movie,23,2002,5.8,FALSE
The Lover,movie,"16,35,73",1992,6.8,FALSE
Stuart Little 2,movie,"8,23,37",2002,5.5,FALSE
Farewell My Concubine,movie,"35,60,73",1993,8.1,FALSE
Fatal Attraction,movie,35103,1987,6.9,FALSE
Blue Streak,movie,"1,23,29",1999,6.4,FALSE
